;Codigo_org;idOrg;Organismo;Codigo_padre;Padre_org;Region;Municipalidad;direccion;telefono;url_organismo;url_orgtransparencia;horario_publico;nombre_encargado;email;num_cuenta;rut;tipo_cuenta;banco;url_sai;fax;Ingresa;obligadorecibir_sai;organismo_autonomo;interopera;tiene_ta;fecha_ta
236;AZ001;1074;Comisión Nacional de Acreditación (CNA);AJ000;Educación;Región Metropolitana de Santiago;SANTIAGO;Santa Lucía 360 Piso 6 Santiago;56 2 2620 1115  56 2 2620 1100;https://www.cnachile.cl;http://pdtsai-capacitacion.guadaltel.com/PortalPdT/pdtta?codOrganismo=AZ001;Lunes a viernes de 09:00 a 18:00;JULIETA ESPINOZA;transparencia@cnachile.cl;;;;;http://www.cnachile.cl/sgs121/index.php;26201120;Ingresa;SÍ;NO;NO;SÍ;2018/08/14
237;PP019;326701;Partido Por la Democracia (PPD);PP000;Partidos Políticos;Región Metropolitana de Santiago;SANTIAGO;Santo Domingo N 1828;22 671 23 20;http://www.ppd.cl;http://;De lunes a viernes de 08:30 a 19:00 horas;Cristian Riveros  Espinoza;transparencia@ppd.cl;;;;;http://;;No ingresa;NO;NO;NO;SÍ;2018/01/01
238;AX001;1072;Consejo de Defensa del Estado (CDE);AX000;Consejo Defensa del Estado;Región Metropolitana de Santiago;SANTIAGO;Agustinas 1687;56 2 26751800;http://www.cde.cl;http://www.cde.cl/transparencia/;Lunes a Viernes de 9:00 a 17:50;;transparencia@cde.cl;;;;;http://www.cde.cl/transparencia/;;Ingresa;SÍ;NO;NO;SÍ;2018/02/05
239;AL004;1029;Dirección General de Crédito Prendario (DICREP);AL000;Trabajo y Previsión Social;Región Metropolitana de Santiago;SANTIAGO;San Antonio 427;56 2 2979 6503;http://www.dicrep.cl/;http://www.dicrep.cl/transparencia/index.html;Atención de público solo en sucursales;DENISSE JIMÉNEZ;transparencia@dicrep.cl;;;;;http://siac.dicrep.cl/;;Ingresa;SÍ;NO;SÍ;SÍ;2018/09/14
240;AG001;996;Subsecretaría General de Gobierno (SEGEGOB);AG000;Secretaría General de Gobierno;Región Metropolitana de Santiago;SANTIAGO;Alameda # 1315 Oficina 64 Santiago;+5622 690 4385     +5622 690 4395;http://www.msgg.gob.cl./;http://transparencia.msgg.gob.cl/;Lunes a jueves 9:00 a 18:00 Viernes 9:00 a 17:00;;transp@msgg.gob.cl;;;Cuenta Corriente;Bancoestado;http://www.portaltransparencia.cl/PortalPdT/web/guest/directorio-de-organismos-regulados?p_p_id=pdtorganismos_WAR_pdtorganismosportlet&orgcode=db9070c3df6ebcd6f0b0197cf9d29b95;;Ingresa;SÍ;NO;NO;SÍ;2018/06/14
241;AE005;841;Unidad de Análisis Financiero;AE000;Hacienda;Región Metropolitana de Santiago;SANTIAGO;Moneda 975 piso 17;+56224393000;http://www.uaf.cl/;http://www.uaf.cl/transparencia/;Lunes a jueves entre 8:30 y 17:30 horas y los viernes entre 8:30 y 16:30 horas;Jaime Lara Díaz;transparencia@uaf.cl;;;;;http://www.uaf.cl/contactenos/solicitud.aspx;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
242;AE002;988;Dirección de Presupuestos (DIPRES);AE000;Hacienda;Región Metropolitana de Santiago;SANTIAGO;Teatinos 120 Santiago;228262500;http://www.dipres.cl;http://www.dipres.gob.cl/transparencia/;Lunes a Jueves de 09:00 a 16:00 hrs.  Viernes de 09:00 a 14:00 hrs.;Unidad Ley de Acceso a la Información Pública;gsaavedra@dipres.gob.cl;;;;;http://dipres.transparencia.cl/tramites/disponibles;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
243;MA007;329501;Asociación Chilena de Municipalidades;ASOC;Asociación Municipal;Región Metropolitana de Santiago;SANTIAGO;Avenida Libertador Bernardo OHiggins N 949;;http://www.achm.cl;https://www.achm.cl/index.php/transparencia;;;;;;;;https://www.achm.cl/index.php/transparencia/itemlist/category/72-derecho-de-acceso-a-la-info;;No ingresa;SÍ;NO;NO;NO;
244;AN002;1047;Subsecretaría de Telecomunicaciones (SUBTEL);AN000;Transportes y Telecomunicaciones;Región Metropolitana de Santiago;SANTIAGO;Amunátegui 139;;http://www.subtel.gob.cl/;http://www.subtel.gob.cl/transparencia/;Lunes a viernes de 09:00 a 14:00 hrs.;Equipo de Transparencia;contacto.transparencia@subtel.gob.cl;;;;;http://sgs.subtel.cl/;;Ingresa;SÍ;NO;NO;SÍ;2018/07/17
245;AK002;856;Servicio de Registro Civil e Identificación;AK000;Justicia;Región Metropolitana de Santiago;SANTIAGO;Catedral 1772 piso 1;600 370 2000;http://www.registrocivil.cl/;http://www.registrocivil.cl/PortalOI/transparencia/index.html;Lunes a viernes de 08:30 a 14:00 horas.;Unidad de Transparencia y Sistema de Integridad;transparencia@registrocivil.gob.cl;;;;;http://www.registrocivil.cl/transparencia/transparencia.html;;Ingresa;SÍ;NO;NO;SÍ;2018/01/15
246;AE008;991;Superintendencia de Bancos e Instituciones Financieras (SBIF);AE000;Hacienda;Región Metropolitana de Santiago;SANTIAGO;Moneda 1123  Piso 4;228 879 200;http://www.cmfchile.cl;https://www.portaltransparencia.cl/PortalPdT/pdtta?codOrganismo=AE009;Lunes a Viernes: 09:0014:00;Roxana Donoso;transparencia@sbif.cl;;;;;https://www.portaltransparencia.cl/PortalPdT/web/guest/directorio-de-organismos-regulados?p_p_id=pdtorganismos_WAR_pdtorganismosportlet&orgcode=b66b4f60efa5e25a62b0af6a514f4f88;;No ingresa;SÍ;NO;NO;SÍ;2018/01/15
247;AL007;1032;Servicio Nacional de Capacitación y Empleo (SENCE);AL000;Trabajo y Previsión Social;Región Metropolitana de Santiago;SANTIAGO;Huérfanos 1273 piso 12;800801030;http://www.sence.cl/;http://transparencia_2010.sence.cl/;Lunes a Viernes de 09.00 a 14.00 hrs;Maria Consuelo Mejías Muñoz;transparencia@sence.cl;;;;;http://buzonciudadano.sence.cl/;;Ingresa;SÍ;NO;NO;SÍ;2018/07/18
248;AB081;964;Gobierno Regional Metropolitano de Santiago  (GORE Metropolitano);AB000;Interior y Seguridad Pública;Región Metropolitana de Santiago;SANTIAGO;Bandera 46;56 2 2250 9000;http://www.gobiernosantiago.cl/;https://www.portaltransparencia.cl/PortalPdT/pdtta/-/ta/AB081;Lunes a Viernes de 8:30 a 17:30;;transparenciagorerm@gobiernosantiago.cl;;;;;https://www.portaltransparencia.cl/PortalPdT/web/guest/directorio-de-organismos-regulados?p_p_id=pdtorganismos_WAR_pdtorganismosportlet&orgcode=c49f839ce09706b4740c69ae2df85287;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
249;AJ002;847;Consejo de Rectores;AJ000;Educación;Región Metropolitana de Santiago;SANTIAGO;Alameda 1371 piso 4;56 2 2426 8620;http://www.consejoderectores.cl;https://www.portaltransparencia.cl/PortalPdT/pdtta?codOrganismo=AJ002;09:00 A 17:00 HORAS;Marcela Cifuentes Clivio;transparencia@consejoderectores.cl;;;;;http://www.consejoderectores.cl/gobierno_transparente/index_participacion_ciudadana.html;;Ingresa;SÍ;NO;NO;SÍ;2018/12/10
250;EP022;1100;Fábricas y Maestranzas del Ejército (FAMAE);EP000;Empresas y Sociedades;Región Metropolitana de Santiago;SANTIAGO;AV. EJERCITO LIBERTADOR 353  SANTIAGO;(2) 2671 8146;http://www.famae.cl;http://www.famae.cl/gobierno_transparente/;;;informaciones@famae.cl;;;;;http://www.famae.cl/gobierno_transparente/contactos/;;No ingresa;SÍ;NO;NO;NO;
251;CT001;460;Consejo para la Transparencia (CPLT);CT000;Consejo para la Transparencia;Región Metropolitana de Santiago;SANTIAGO;Morande 360 piso 7;800 380 008;http://www.consejotransparencia.cl;http://www.consejotransparencia.cl/consejo/site/edic/base/port/transperencia_activa.html;LuVi 09:0014:00;Unidad de Asesoría Jurídica;solicitudes@cplt.cl;;;;;http://;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
252;AM006;1039;Dirección General de Aguas (DGA);AM000;Obras Públicas;Región Metropolitana de Santiago;SANTIAGO;Morandé 59;56 2 2449 3920;http://www.dga.cl;http://transparencia.dga.cl/;Lunes a Jueves de 9 a 17 horas y Viernes de 9 a 16 horas;IVONNE ROA;dga.atencionciudadana@mop.gov.cl;;;;;http://www.mop.cl/atencion;;Ingresa;SÍ;NO;SÍ;SÍ;2018/08/13
253;AE004;840;Dirección Nacional del Servicio Civil;AE000;Hacienda;Región Metropolitana de Santiago;SANTIAGO;Morandé 115 Piso 9;56 2 2873 44 00;http://www.serviciocivil.gob.cl/;http://www.serviciocivil.gob.cl/transparencia/index.htm;Lunes a jueves entre las 08:30 a 17:30 horas y los viernes entre las 08:30 y 16:30 horas;Claudia Fuenzalida;transparencia@serviciocivil.gov.cl;;;;;http://www.serviciocivil.gob.cl/gestion-solicitudes/;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
254;AR004;1060;Instituto de Desarrollo Agropecuario (INDAP);AR000;Agricultura;Región Metropolitana de Santiago;SANTIAGO;Agustinas 1465;223038000;http://www.indap.gob.cl/;http://transparencia.indap.cl/;Lunes a jueves: 08:30 a 17:00 horas Viernes: 08:30 a 13:00 horas;ROSA PONCE;transparencia@indap.cl;;;;;http://siac.indap.cl/virtual/InicioConsTran.asp;;Ingresa;SÍ;NO;NO;SÍ;2018/01/22
255;AJ021;330150;Superintendencia de Educación Superior;AJ000;Educación;Región Metropolitana de Santiago;SANTIAGO;Ahumada N 11 Piso 11;224065476;http://www.sesuperior.cl/;https://www.portaltransparencia.cl/PortalPdT/web/guest/directorio-de-organismos-regulados?p_p_id=pdtorganismos_WAR_pdtorganismosportlet&orgcode=4fca0c1e29ce12b85030e3f79d45404e;Lunes a Viernes de 9:00 a 13:00 hrs.;;transparencia.ses@sesuperior.cl;;;;;https://www.portaltransparencia.cl/PortalPdT/pdtta?codOrganismo=AJ001;;Ingresa;SÍ;NO;NO;SÍ;2019/09/03
256;FU001;55900;Fundación Integra;FU000;Fundaciones y corporaciones;Región Metropolitana de Santiago;SANTIAGO;Alonso Ovalle 1180 Santiago Centro;(562) 800 540 011;http://www.integra.cl;http://transparencia.integra.cl/transparencia_2015/home/index.jsp;Lunes a viernes 8:30 a 5:30;;transparencia@integra.cl;;;;;http://integra.transparencia.cl;;Ingresa;SÍ;NO;NO;NO;
257;AJ025;330304;Subsecretaría de Educación Superior;AJ000;Educación;Región Metropolitana de Santiago;SANTIAGO;Alameda 1371 piso 4;;https://educacionsuperior.mineduc.cl/;http://;Lunes a viernes. 8:00  17:00;;transparenciapasiva@mineduc.cl;;;;;https://www.ayudamineduc.cl/ley-transparencia;;No ingresa;SÍ;NO;NO;SÍ;2019/09/09
258;AM012;1045;Instituto Nacional de Hidráulica (INH);AM012;Instituto Nacional de Hidráulica (INH);Región Metropolitana de Santiago;SANTIAGO;Concordia 0620 Peñaflor;2 27824100;http://www.inh.cl/;http://www.inh.cl/Tactiva/;Lunes a Jueves 9:00  13:00 a 14:00  17:00 Viernes 9:00  13:00 a 14:00  16:00;Camila Osorio Nilo;solicitudes@inh.cl;;;;;http://www.inh.cl/home/solicitudes;;Ingresa;SÍ;NO;NO;SÍ;
259;AD022;55951;Subsecretaría para las Fuerzas Armadas (SSFFAA);AD000;Defensa Nacional;Región Metropolitana de Santiago;SANTIAGO;Alameda Nº 1166 Piso 1 Santiago;+56 2 29379900;http://www.ssffaa.cl;http://www.ssffaa.cl/transparencia;lunes a viernes de 8:30 hrs. a 14:00 hrs.;;transparencia@ssffaa.gob.cl;;;;;http://www.ssffaa.cl/transparencia/solicitud_informacion.html;;Ingresa;SÍ;NO;NO;SÍ;2018/10/12
260;AB003;962;Agencia Nacional de Inteligencia (ANI);AB000;Interior y Seguridad Pública;Región Metropolitana de Santiago;SANTIAGO;Tenderini 115;56 2 2630 5000;http://;http://www.interior.gob.cl/transparenciaactiva/ani/index.html;Lunes a Viernes de 09:00 a 17:00 horas;FELIPE ORO;foro@gtdinternet.com;;;;;https://siac.interior.gob.cl/formulario.gov?accion=ingresa_transp;;Ingresa;SÍ;NO;SÍ;SÍ;
261;AJ018;328950;Dirección de Educación Pública;AJ000;Educación;Región Metropolitana de Santiago;SANTIAGO;Av. Libertador Bernardo OHiggins Nº 1449 Downtown Torre IV pisos 1516 y 17;56 2 24066000;http://www.educacionpublica.cl/;https://www.portaltransparencia.cl/PortalPdT/pdtta?codOrganismo=AJ018;Lunes a Viernes de 9 a 18 hrs;Karla Ordoñez Romero;nicolas.ibarra@mineduc.cl;;;;;http://portales.mineduc.cl/transparencia/solicitud_informacion.html;;Ingresa;SÍ;NO;NO;SÍ;2018/03/15
262;AR001;958;Subsecretaría de Agricultura;AR000;Agricultura;Región Metropolitana de Santiago;SANTIAGO;Teatinos #40;56 2 2393 5000;http://www.minagri.gob.cl/;http://transparencia.minagri.cl/;Lunes a Jueves: 09.00 a 13.30  horas.;Guillermina Vergara;transparencia@minagri.gob.cl;;;;;https://solicitudes.minagri.gob.cl/;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
263;EP032;329250;Centro de Investigación Minera y Metalúrgica;EP000;Empresas y Sociedades;Región Metropolitana de Santiago;SANTIAGO;Enrique Mac Iver 459 piso 7;;http://www.cimm.cl;http://pdtsai-capacitacion.guadaltel.com/PortalPdT/pdtta/-/ta/EP032;;SANDRA ESCALONA LÓPEZ;;;;;;http://;;No ingresa;SÍ;NO;NO;NO;
264;BD001;330350;Subsecretaría de Ciencia Tecnología Conocimiento e Innovación;BD000;Ciencia Tecnología e Innovación;Región Metropolitana de Santiago;SANTIAGO;Palacio de la Moneda sn;226945426;http://www.minciencia.gob.cl;http://www.minciencia.gob.cl;Lunes a Jueves: 09:00 hrs. a 17:00 hrs. Viernes: 09:00 hrs. a 16:00 hrs.;Nikol Riveros Williams;transparencia@minciencia.gob.cl;;;;;http://www.minciencia.gob.cl;;Ingresa;SÍ;NO;NO;SÍ;2019/11/19
265;AJ008;1016;Comisión Nacional de Investigación Científica y Tecnológica (CONICYT);AJ000;Educación;Región Metropolitana de Santiago;SANTIAGO;Moneda #1375;56 2 2365 4400;http://www.conicyt.cl/;http://www.conicyt.cl/transparencia/;Lunes a jueves de 09:00 a 17:30 horas y viernes de 09:00 a 16:30 horas.;RODRIGO ORELLANA;coordinadortransparencia@conicyt.cl;;;;;http://sgs.conicyt.cl/;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
266;AW002;1069;Subsecretaría del Medio Ambiente (MMA);AW000;Medio Ambiente;Región Metropolitana de Santiago;SANTIAGO;San Martín 73;(562) 25735600;http://www.mma.gob.cl;http://www.mma.gob.cl/transparencia/mma/;Horario de Atención : Lunes a Viernes de 9:00 a 14:00 hrs.;;transparencia@mma.gob.cl;;;;;https://www.portaltransparencia.cl/PortalPdT/web/guest/directorio-de-organismos-regulados?p_p_id=pdtorganismos_WAR_pdtorganismosportlet&orgcode=84afddb21e12b536623070c20dd38f1a;;Ingresa;SÍ;NO;NO;SÍ;2018/09/13
267;AD012;838;Defensa Civil de Chile;AD000;Defensa Nacional;Región Metropolitana de Santiago;SANTIAGO;ALAMEDA 280  3 Piso;(562) 26964200;http://www.defensacivil.cl;http://www.defensacivil.cl/transparencia/;Lunes a Jueves 08:30 a 12:30  14:00 a 17:00. Viernes de 08:30 a 14:00 hrs.;HECTOR SALGADO J.;oirs@defensacivil.cl;;;;;http://;;Ingresa;SÍ;NO;NO;SÍ;
268;AU003;1064;Comisión Chilena de Energía Nuclear (CCHEN);AU000;Energía;Región Metropolitana de Santiago;SANTIAGO;Amunategui 95 Santiago Centro;0224702500;http://www.cchen.gob.cl;http://www.cchen.cl/transparencia/;Lunes a viernes de 8:00 a 18:00 horas;Rosamel Muñoz;transparencia@cchen.gob.cl;;;;;http://www.cchen.cl/transparencia/transparencia_2015/solicitud_informacion.html;0224702512;Ingresa;SÍ;NO;NO;SÍ;2018/08/14
269;AP007;946;SERVIU Región Metropolitana de Santiago;AP000;Vivienda y Urbanismo;Región Metropolitana de Santiago;SANTIAGO;Serrano 45;56 2 2901 3677;http://www.serviurm.cl/;http://serviu13.metropolitana.minvu.cl/transparencia/index.html;Lunes a viernes de 9:00 hrs. a 14:00 hrs;Eugenia Vidal Peralta;evidal@minvu.cl;;;;;http://www.minvu.cl/transparencia/paginas/solicitud_informacion.html;;Ingresa;SÍ;NO;SÍ;SÍ;2018/01/01
270;AO006;1053;Superintendencia de Salud (SdS);AO000;Salud;Región Metropolitana de Santiago;SANTIAGO;Alameda 1449  Torre 2  Santiago Downtown    Metro La Moneda Atención de Público en Local # 12;600 836 9000;http://www.supersalud.gob.cl;http://www.supersalud.gob.cl/transparencia/;Lunes a jueves de 8.30 a 16.00 horas. Viernes de 8.30 a 15.00 horas;;contacto-saip@superdesalud.gob.cl;;;;;http://webserver.superdesalud.gob.cl/bases/LeydeTransparencia.nsf/Caso?OpenForm;;Ingresa;SÍ;NO;NO;SÍ;2018/03/09
271;AE011;993;Dirección de Compras y Contratación Pública (CHILECOMPRA);AE000;Hacienda;Región Metropolitana de Santiago;SANTIAGO;Monjitas 392 Santiago piso 8 y 10 (oficina de partes);(56 2) 2290 4400;http://www.chilecompra.cl;http://www.chilecompra.cl/transparencia/index.html;Lunes a viernes de 09:00 a 17:00;;transparencia@chilecompra.cl;;;;;http://www.chilecompra.cl/transparencia/solicitud_informacion.html;(56 2) 2290 4458;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
272;AH004;1000;Corporación de Fomento Para La Producción (CORFO);AH000;Economía Fomento y Turismo;Región Metropolitana de Santiago;SANTIAGO;Moneda 921;600 586 8000;http://www.corfo.cl/;http://wapp.corfo.cl/transparencia/home/;Lunes a jueves 09:00 a 17:00 viernes hasta las 16.00.;MIGUEL SALDÍAS;unidaddetransparencia@corfo.cl;;;;;http://archives.cplt.cl/transparencia_activa/paginacontingenciaportal/or/portalconti_corfo_cmf.html;;Ingresa;SÍ;NO;SÍ;SÍ;2018/09/26
273;EP002;1091;Banco del Estado de Chile (BANCO ESTADO);EP000;Empresas y Sociedades;Región Metropolitana de Santiago;SANTIAGO;AV. LIBERTADOR BERNARDO OHIGGINS 1111  SANTIAGO;600 200 7000;http://www.corporativo.bancoestado.cl;http://www.corporativo.bancoestado.cl/transparencia;;;;;;;;http://;;No ingresa;NO;NO;NO;NO;
274;AE009;992;Comisión para el Mercado Financiero (CMF  ex SVS);AE000;Hacienda;Región Metropolitana de Santiago;SANTIAGO;Av. Libertador Bernardo OHiggins 1449 torre 1 piso 1;56 2 2617 4000;http://www.cmfchile.cl;http://www.cmfchile.cl/transparencia/;De Lunes a Viernes de 08:30 a 13:30 Horas.;Juan Abarca;transparencia@cmfchile.cl;;;;;http://archives.cplt.cl/transparencia_activa/paginacontingenciaportal/or/portalconti_corfo_cmf.html;;Ingresa;SÍ;NO;SÍ;SÍ;2018/04/12
275;AO002;863;Subsecretaría de Redes Asistenciales;AO000;Salud;Región Metropolitana de Santiago;SANTIAGO;Mac Iver 541;(+56 2) 2 5740 429;http://www.minsal.cl/;http://transparencia.redsalud.gov.cl/transparencia/index.php;OIRS Ministerio de salud Lunes a jueves de 8:30 a 16:00 hrs Viernes 8:30 a 15:00 hrs;;transparencia@minsal.cl;;;;;http://transparencia.redsalud.gov.cl/transparencia/public/ssp/solicitud_informacion.html;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
276;NR002;56500;Contraloría General de la República (CGR);NRCGR;Contraloría de la República;Región Metropolitana de Santiago;SANTIAGO;Teatinos 56 Primer piso Santiago Centro.;+56 2 24021100;http://www.contraloria.cl;http://www.contraloria.cl;De Lunes a viernes de 09.00 a 13:00 hrs.;Jorge Galindo;No disponible;;;;;https://www.contraloria.cl/web/cgr/solicitar-informacion;+56 2 24025680;No ingresa;SÍ;NO;NO;NO;
277;AB021;775;Intendencia Metropolitana;AB000;Interior y Seguridad Pública;Región Metropolitana de Santiago;SANTIAGO;Morandé 93;26765800  26765812;http://www.intendenciametropolitana.gov.cl/;http://www.interior.gob.cl/transparenciaactiva/sgi/29/index.html;Lunes a Viernes 08:30 a 14:00 hrs;Paul Ulloa Ibarra;pulloa@gobiernosantiago.cl;;;;;https://siac.interior.gob.cl/formulario.gov?accion=ingresa_transp;26765817;Ingresa;SÍ;NO;SÍ;NO;
278;AN001;1046;Subsecretaría de Transportes (MTT);AN000;Transportes y Telecomunicaciones;Región Metropolitana de Santiago;SANTIAGO;Amunátegui 139;2 24213000;http://www.subtrans.gob.cl/;http://www.subtrans.gob.cl/transparencia/2015/Agosto/index.html;En OIRS de Lunes a viernes de 09:00 a 13:00 horas.;Yasna Campos Cornejo;contactotransparencia@mtt.gob.cl;;;;;http://www.subtrans.gob.cl/transparencia/solicitud_informacion.html;;Ingresa;SÍ;NO;NO;SÍ;2018/01/10
279;AK001;855;Subsecretaría de Justicia;AK000;Justicia;Región Metropolitana de Santiago;SANTIAGO;Morandé 107;56 2 2674 3100;http://www.minjusticia.gob.cl/;http://transparencia.minjusticia.gob.cl/;Lunes a Viernes de 9:00  14:00 hrs;;transparencia@minjusticia.cl;;;;;http://transparencia.minjusticia.gob.cl/;;Ingresa;SÍ;NO;NO;SÍ;2018/11/16
280;MA047;327251;Asociación de Municipalidades con Centros de Montaña;ASOC;Asociación Municipal;Región Metropolitana de Santiago;SANTIAGO;Av. El Rodeo 12.777 piso 7 torre C Lo Barnechea;227571563;http://www.ammchile.cl;http://;LuJu 8:30 a 18:30 Vi 8:30 a 5:30;Consuelo Marquardt;consuelo@ammchile.cl;;;;;http://;;No ingresa;SÍ;NO;NO;SÍ;2018/01/01
281;AO001;1049;Subsecretaría de Salud Pública (MINSAL);AO000;Salud;Región Metropolitana de Santiago;SANTIAGO;Mac Iver 541;(+56 2) 2 5740 429;http://www.minsal.cl/;http://transparencia.redsalud.gov.cl/transparencia/index.php;OIRS Ministerio de salud Lunes a jueves de 8:30 a 16:00 hrs Viernes 8:30 a 15:00 hrs;;transparencia@minsal.cl;;;;;http://transparencia.redsalud.gov.cl/transparencia/public/ssp/solicitud_informacion.html;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
282;AH005;1001;Fiscalía Nacional Económica (FNE);AH000;Economía Fomento y Turismo;Región Metropolitana de Santiago;SANTIAGO;Huérfanos 670 Piso 8.;27535600;http://www.fne.gob.cl/;http://www.fne.gob.cl/transparencia/index.html;Lunes a jueves de  09.00 a 13:30 y 14:30 a 17:30 hrs.  viernes hasta 16.30 hrs.;MÓNICA SALAMANCA;transparencia@fne.gob.cl;;;;;http://www.fne.gob.cl/transparencia/solicitud_informacion.html;27535607 27535608;Ingresa;SÍ;NO;NO;SÍ;2018/11/30
283;AK006;857;Gendarmería de Chile;AK000;Justicia;Región Metropolitana de Santiago;SANTIAGO;Rosas 1264 Santiago;+56229163003;http://www.gendarmeria.gob.cl;http://www.gendarmeria.gob.cl/transparencia/ley20285/index.jsp;Lunes a viernes 8:30 a 14:00 y 15:00 a 17:00 hrs.;Marcela Saavedra Manríquez;transparencia@gendarmeria.cl;;;;;http://genchi.transparencia.cl/tramites/disponibles;;Ingresa;SÍ;NO;NO;SÍ;2018/08/17
284;PP007;326651;Partido Comunista de Chile (PCCH);PP000;Partidos Políticos;Región Metropolitana de Santiago;SANTIAGO;VICUÑA MACKENNA 31;+56 9 44363779;http://www.pcchile.cl;http://;LUNES A VIERNES 9:00 A 20:00  SABADOS 9:00 A 14:00;RICARDO SOLE CERDA;TRANSPARENCIA@PCCHILE.CL;;;;;http://;;No ingresa;NO;NO;NO;SÍ;2018/01/01
285;AM007;1040;Dirección de Obras Hidráulicas (DOH);AM000;Obras Públicas;Región Metropolitana de Santiago;SANTIAGO;Morandé 59;56 2 2449 4411;http://www.doh.gov.cl;http://transparencia.doh.gov.cl/;Lunes a Jueves de 9 a 17 horas y Viernes de 9 a 16 horas;ALICIA TAPIA;doh.atencionciudadana@mop.gov.cl;;;;;http://www.mop.cl/atencion;;Ingresa;SÍ;NO;SÍ;SÍ;2018/08/14
